# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	without_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1277717	1278605	+				LysR family transcriptional regulator			A39U_RS18020	889		pseudo
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1278625	1279287	-							A39U_RS0106125	663		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1278625	1279287	-	WP_010666979.1	WP_010666979.1		aldehyde dehydrogenase family protein			A39U_RS0106125	663	220	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1279415	1279624	+							A39U_RS0106130	210		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1279415	1279624	+	WP_010666980.1	WP_010666980.1		hypothetical protein			A39U_RS0106130	210	69	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1279922	1282354	+							A39U_RS0106135	2433		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1279922	1282354	+	WP_018307920.1	WP_018307920.1		TonB-dependent receptor			A39U_RS0106135	2433	810	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1283210	1283404	-							A39U_RS0106145	195		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1283210	1283404	-	WP_010666832.1	WP_010666832.1		hypothetical protein			A39U_RS0106145	195	64	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1283775	1284299	-							A39U_RS19045	525		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1283775	1284299	-	WP_162467792.1	WP_162467792.1		hypothetical protein			A39U_RS19045	525	174	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1284672	1286627	+							A39U_RS18030	1956		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1284672	1286627	+	WP_018307921.1	WP_018307921.1		acyltransferase family protein			A39U_RS18030	1956	651	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1286669	1287547	+							A39U_RS0106160	879		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1286669	1287547	+	WP_010668299.1	WP_010668299.1		NAD-dependent epimerase/dehydratase family protein			A39U_RS0106160	879	292	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1287717	1287971	-							A39U_RS19845	255		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1287717	1287971	-	WP_187326318.1	WP_187326318.1		hypothetical protein			A39U_RS19845	255	84	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1288393	1288779	+							A39U_RS0106170	387		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1288393	1288779	+	WP_018307922.1	WP_018307922.1		RidA family protein			A39U_RS0106170	387	128	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1288836	1289819	-							A39U_RS0106175	984		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1288836	1289819	-	WP_010667487.1	WP_010667487.1		oxidoreductase			A39U_RS0106175	984	327	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1289977	1290411	-							A39U_RS0106180	435		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1289977	1290411	-	WP_010669047.1	WP_010669047.1		CHRD domain-containing protein			A39U_RS0106180	435	144	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1290554	1290793	+							A39U_RS0106185	240		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1290554	1290793	+	WP_010669046.1	WP_010669046.1		hypothetical protein			A39U_RS0106185	240	79	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1290809	1291399	-							A39U_RS0106190	591		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1290809	1291399	-	WP_018307923.1	WP_018307923.1		histidine phosphatase family protein			A39U_RS0106190	591	196	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1291419	1292351	-							A39U_RS0106195	933		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1291419	1292351	-	WP_010666553.1	WP_010666553.1		ribose-phosphate pyrophosphokinase			A39U_RS0106195	933	310	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1292485	1295196	-							A39U_RS0106200	2712		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1292485	1295196	-	WP_010666552.1	WP_010666552.1		hypothetical protein			A39U_RS0106200	2712	903	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1295193	1296329	-							A39U_RS0106205	1137		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1295193	1296329	-	WP_010666551.1	WP_010666551.1		DNA repair exonuclease			A39U_RS0106205	1137	378	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1296630	1298876	-							A39U_RS0106210	2247		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1296630	1298876	-	WP_010666386.1	WP_010666386.1		peptidase domain-containing ABC transporter			A39U_RS0106210	2247	748	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1298873	1300192	-							A39U_RS0106215	1320		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1298873	1300192	-	WP_010666385.1	WP_010666385.1		HlyD family efflux transporter periplasmic adaptor subunit			A39U_RS0106215	1320	439	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1300328	1300723	-							A39U_RS0106220	396		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1300328	1300723	-	WP_010666384.1	WP_010666384.1		hypothetical protein			A39U_RS0106220	396	131	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1301124	1302860	+							A39U_RS0106225	1737		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1301124	1302860	+	WP_010666383.1	WP_010666383.1		Hint domain-containing protein			A39U_RS0106225	1737	578	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1303286	1305499	+							A39U_RS0106235	2214		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1303286	1305499	+	WP_010666382.1	WP_010666382.1		helix-turn-helix domain-containing protein			A39U_RS0106235	2214	737	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1305566	1306081	+							A39U_RS0106240	516		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1305566	1306081	+	WP_010666381.1	WP_010666381.1		DUF3576 domain-containing protein			A39U_RS0106240	516	171	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1306202	1308829	+							A39U_RS0106245	2628		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1306202	1308829	+	WP_010666380.1	WP_010666380.1		leucine--tRNA ligase			A39U_RS0106245	2628	875	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1308829	1309527	+							A39U_RS0106250	699		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1308829	1309527	+	WP_010666379.1	WP_010666379.1		LPS-assembly lipoprotein			A39U_RS0106250	699	232	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1309588	1310601	+							A39U_RS0106255	1014		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1309588	1310601	+	WP_026200044.1	WP_026200044.1		DNA polymerase III subunit delta			A39U_RS0106255	1014	337	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1310760	1311659	-					scpB		A39U_RS0106260	900		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1310760	1311659	-	WP_010666377.1	WP_010666377.1		SMC-Scp complex subunit ScpB	scpB		A39U_RS0106260	900	299	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1311656	1312531	-							A39U_RS0106265	876		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1311656	1312531	-	WP_010666376.1	WP_010666376.1		segregation/condensation protein A			A39U_RS0106265	876	291	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1312500	1313528	-							A39U_RS0106270	1029		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1312500	1313528	-	WP_010666375.1	WP_010666375.1		SPOR domain-containing protein			A39U_RS0106270	1029	342	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1313525	1315312	-							A39U_RS0106275	1788		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1313525	1315312	-	WP_010666374.1	WP_010666374.1		arginine--tRNA ligase			A39U_RS0106275	1788	595	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1315439	1316380	-							A39U_RS0106280	942		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1315439	1316380	-	WP_010666373.1	WP_010666373.1		LysR family transcriptional regulator			A39U_RS0106280	942	313	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1316490	1317023	+							A39U_RS0106285	534		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1316490	1317023	+	WP_010666372.1	WP_010666372.1		lipocalin-like domain-containing protein			A39U_RS0106285	534	177	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1317258	1317491	-							A39U_RS19050	234		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1317258	1317491	-	WP_081617492.1	WP_081617492.1		transposase			A39U_RS19050	234	77	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1318248	1319750	-							A39U_RS0106295	1503		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1318248	1319750	-	WP_010668804.1	WP_010668804.1		LTA synthase family protein			A39U_RS0106295	1503	500	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1319786	1320541	-							A39U_RS0106300	756		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1319786	1320541	-	WP_010668805.1	WP_010668805.1		class I SAM-dependent methyltransferase			A39U_RS0106300	756	251	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1320640	1321269	-							A39U_RS0106305	630		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1320640	1321269	-	WP_018307928.1	WP_018307928.1		hypothetical protein			A39U_RS0106305	630	209	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1321352	1321651	+							A39U_RS0106310	300		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1321352	1321651	+	WP_010668406.1	WP_010668406.1		phosphopantetheine-binding protein			A39U_RS0106310	300	99	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1321648	1322565	+							A39U_RS18040	918		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1321648	1322565	+	WP_018307929.1	WP_018307929.1		AMP-binding protein			A39U_RS18040	918	305	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1322580	1323790	+							A39U_RS0106325	1211		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1322580	1323790	+	WP_132012128.1	WP_132012128.1		IS3 family transposase			A39U_RS0106325	1212	403	ribosomal_slippage
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1323910	1324605	+							A39U_RS18045	696		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1323910	1324605	+	WP_165878935.1	WP_165878935.1		hypothetical protein			A39U_RS18045	696	231	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1324621	1325532	+							A39U_RS0106335	912		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1324621	1325532	+	WP_010665973.1	WP_010665973.1		acyltransferase			A39U_RS0106335	912	303	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1325529	1326140	+							A39U_RS0106340	612		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1325529	1326140	+	WP_010665972.1	WP_010665972.1		outer membrane lipoprotein carrier protein LolA			A39U_RS0106340	612	203	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1326140	1328482	+							A39U_RS0106345	2343		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1326140	1328482	+	WP_010665971.1	WP_010665971.1		MMPL family transporter			A39U_RS0106345	2343	780	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1328479	1329666	+							A39U_RS0106350	1188		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1328479	1329666	+	WP_010665970.1	WP_010665970.1		beta-ketoacyl-[acyl-carrier-protein] synthase family protein			A39U_RS0106350	1188	395	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1329789	1330460	+							A39U_RS0106355	672		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1329789	1330460	+	WP_010665969.1	WP_010665969.1		beta-ketoacyl synthase chain length factor			A39U_RS0106355	672	223	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1330454	1330894	+							A39U_RS0106360	441		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1330454	1330894	+	WP_010665968.1	WP_010665968.1		phosphotransferase			A39U_RS0106360	441	146	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1330895	1331611	+					fabG		A39U_RS0106365	717		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1330895	1331611	+	WP_010665967.1	WP_010665967.1		3-oxoacyl-ACP reductase FabG	fabG		A39U_RS0106365	717	238	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1331608	1332867	+							A39U_RS0106370	1260		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1331608	1332867	+	WP_010665966.1	WP_010665966.1		tryptophan 7-halogenase			A39U_RS0106370	1260	419	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1333679	1334572	-							A39U_RS0106380	894		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1333679	1334572	-	WP_018307931.1	WP_018307931.1		alpha/beta hydrolase			A39U_RS0106380	894	297	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1334755	1335585	-							A39U_RS0106385	831		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1334755	1335585	-	WP_010666678.1	WP_010666678.1		SDR family oxidoreductase			A39U_RS0106385	831	276	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1335682	1336587	+							A39U_RS0106390	906		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1335682	1336587	+	WP_010666679.1	WP_010666679.1		LysR family transcriptional regulator			A39U_RS0106390	906	301	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1336547	1337482	-							A39U_RS0106395	936		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1336547	1337482	-	WP_026200045.1	WP_026200045.1		LysR family transcriptional regulator			A39U_RS0106395	936	311	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1337575	1338537	+							A39U_RS0106400	963		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1337575	1338537	+	WP_035349900.1	WP_035349900.1		NAD(P)H-binding protein			A39U_RS0106400	963	320	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1338489	1338887	-							A39U_RS0106405	399		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1338489	1338887	-	WP_010665723.1	WP_010665723.1		hypothetical protein			A39U_RS0106405	399	132	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1338953	1339816	-							A39U_RS0106410	864		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1338953	1339816	-	WP_010665722.1	WP_010665722.1		SDR family oxidoreductase			A39U_RS0106410	864	287	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1339849	1340532	-							A39U_RS0106415	684		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1339849	1340532	-	WP_010665721.1	WP_010665721.1		O-methyltransferase			A39U_RS0106415	684	227	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1340739	1341962	-							A39U_RS0106420	1224		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1340739	1341962	-	WP_010665720.1	WP_010665720.1		MFS transporter			A39U_RS0106420	1224	407	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1342069	1342725	+							A39U_RS0106425	657		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1342069	1342725	+	WP_010665719.1	WP_010665719.1		TetR/AcrR family transcriptional regulator			A39U_RS0106425	657	218	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1342863	1343624	+							A39U_RS0106430	762		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1342863	1343624	+	WP_010665718.1	WP_010665718.1		SDR family oxidoreductase			A39U_RS0106430	762	253	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1343656	1344108	+							A39U_RS0106435	453		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1343656	1344108	+	WP_010665717.1	WP_010665717.1		SRPBCC family protein			A39U_RS0106435	453	150	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1344105	1344818	+					bdcA		A39U_RS0106440	714		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1344105	1344818	+	WP_010665716.1	WP_010665716.1		SDR family oxidoreductase	bdcA		A39U_RS0106440	714	237	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1344862	1345752	+							A39U_RS0106445	891		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1344862	1345752	+	WP_010665715.1	WP_010665715.1		aldo/keto reductase			A39U_RS0106445	891	296	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1345780	1346439	-							A39U_RS0106450	660		
